cat,label,review
书籍,0,"字很大,内容不够充实当初看大家评论说得很好才买的但实际上却没那么好,感觉深度也不够如果你还在犹豫买不买这本那还是选择一本其他更好的购买吧在同类的书里面觉得这本实在不出色"
书籍,0,自已没文化吧。受不了高文化的东西。
书籍,0,主要是介绍经络穴位的东西，感觉是东说一点西说一点，内容很零散，且里面的方法说得很模糊，居然会排上畅销书，有上当的感觉
书籍,0,中午收到书了，速度很快，昨天下去才定的，值得表扬~可是收到之后很失望，这本书没有任何包装（可能原版就是这样），这也就算了，可是书角都破了，封皮的上边沿也有开口的地方，再看书的侧面，切的时候就不整齐，真怀疑是盗版的，以后不在当当上买了:(伤心~在当当买了这么多书，第一次遇到这样的事情，失望~
书籍,0,中国社会科学出版社出的版本可能有删节，但未查到相关说明。
书籍,0,质量很差。图像不清晰。光盘有摩擦的痕迹
书籍,0,质量还不错，内容只适合边上厕所便消遣了
书籍,0,质量不行，内容很好，能把历史写的这样吸引人。
书籍,0,至少我没觉得好看，根本就不吸引我，没什么可笑得，有些词很深辟。书的印刷很不错，内容没介绍的好。
书籍,0,纸质很差，封面也很滥，像盗版书，内容很乱，写得不好，啰哩罗嗦
书籍,0,纸质差，总体只比盗版书好一点儿。
书籍,0,纸张的质量也不好，文字部分更是倾斜的，盗版的很不负责任，虽然不评价胡兰成本人，但是文字还是美的，但是配上这样粗糙的纸质，真的拿在手上很影响阅读，
书籍,0,纸张不好，编校质量太烂，别字连篇。内容还可以。
书籍,0,职场如战场在这部小说里被阐述的淋漓尽致，拉拉工作勤奋如老黄牛，但性格却更似倔牛；王伟虽正直但有些过分天真；何好德思维敏锐、眼光独到却高深莫测；李斯特崇尚中庸，不喜做决定，却不失为一个温和而颇具慧眼识材的上司；柯必得天生的管家，却过于苛刻；岱西虽过分偏执但且不择手段却不得不佩服她的勇气的执着；TONY林在生意经上不似五伟有经验，却八面玲珑，关键能牢牢掌控自己的下属；约翰常虽做为颇为阴险，处处与王伟做对，但也是聪慧之人；李文龙表面温和却城府深、心机重，但却不影响他在DB的人际关系，因为他知道何为重何为轻，关键时刻也愿帮该帮的人一把；黄宏技术过硬，却人际关系始终无法处理妥当，且居小心眼；玫瑰经验老道但却有失光明。还有帕米拉、周亮、杰森、海伦、王蔷、罗杰、齐浩天等等，这些人个个性格鲜明，都有自己的独到之处。观完本书引人深思，故事鲜活具实用价值，无论是职场新人或才老将都能受益匪浅。
书籍,0,只在收到的时候翻了两下，质量还可以，内容一般
书籍,0,只有口号，没有深度。杂乱无章，正是浪费我们的时间。不过可能针对的读者对象不一样。建议看国学，还是要看南怀瑾的。深度、广度、融会贯通、严谨谦逊的态度，在现在这些所谓做学问的人当中，已经很难找到像南怀瑾这样的人了。
书籍,0,只因李安的电影《色，戒》，才买了张爱玲的小说来读。读后的感觉是失望——那么短浅，迷惑——李导演如何能以此拍出获奖影片？一个女人要诱杀一个男人（汉奸），在最后时刻突然觉得这个男人也许是真爱她的——他在给她买钻戒，而她却是要杀了他，于情于理都说不过去，于是仓皇中放走了他。但那男人却不会放过她……色使那个男人差点送了命，色（还有戒）使那个女人真的送了命。我想小说的精髓大概就在于此。这样的主题其实并没有什么新意，但写法上还是有耐人寻味之处。我欣赏的其实只是小说的标题：色，戒
书籍,0,只要读一读南怀瑾老先生的《论语别裁》，就发现于丹的心得是多么的肤浅，感觉南怀瑾与于丹在一起，就象大学教授与小学生在一起一样。
书籍,0,只要到书店看一个标题就可以了。内容不怎么样。
书籍,0,只能说是垃圾书，韩国人都是SB，这种书也敢拿出来卖
书籍,0,只能说不是我想要的内容，应该是不适合我吧，不是很喜欢，只看了几页，就放到一边了
书籍,0,之前买过一次，所有书都相当不错这次怎么这样啊`三本书那质量都？？？不过内容不错哈``
书籍,0,之前看到很多评论，说很好兴冲冲买了，看了看感觉非常失望炒作的成分大，实用的少作者吹嘘自己的故事占了这书的小一半感觉就是炒出来的，不建议买网上看看他的博客就好了
书籍,0,"之前看到过铺天盖地的赞扬,自己就将信半疑的去买了，打开看,从引子就看市喜欢上它了，还有拉拉,小人物式的描写很贴近我们平常的工作和生活状态,书中的一些章节不仅具有参考意义更有学习意义!"
书籍,0,之前看到大家都说非常好 于是 很心动 也买了本 回来后看看 非常一般它讲很多就是要我们承认自己是俗人 讲很多就是想说 钱的重要性  难道现在的人还不够俗吗? 不够拜金吗? 根本就不需要她说 我就知道钱的重要性了 估计谁都知道关于拥有公主的手的那一篇  虽然听起来好象很有道理 但是如果 谁都把自己的手保养的好好的 谁都不去做事  那那些事情放着给谁做  根本不符合 我们的实际情况 不可能每个人家里都请保姆把!还有 整本书 虽然有200多页  但事实上 字段落间距很大 页面 留白很多 根本没多少内容 一句话 不值得买
书籍,0,正在看《求医不如求己》，感觉很好，很实用并又购买两套送给朋友。
书籍,0,正如这本书的介绍一样，是家长不喜欢的书，书中的主角设计的很难看，孩子看了居然哭了。内容很简单，简简单单十几页全是一些家长不让孩子做的行为，不知道大点的孩子看了是会学习大卫的做法还是能够从中学习而不这么做？
书籍,0,"整本书没几个英文,好像小孩子看的,但是小孩子也许看不懂的那种.失望"
书籍,0,整本书给我的感觉就是一农民暴富了后害怕别人也富，挤占了他的地位。但又不想把害怕的思想暴露底那么明显，就扯来“公平”二字来中和一下。“公平”不是这样来用的！不推荐购买。实在有好奇心者想买的话，我把手上这本二手卖了，联系我啊。
书籍,0,整本书都是关于穴位的，至少对我而言没太大实用性，对喜欢穴位的朋友或许有用吧。
书籍,0,"真正的色戒文章非常短,只有十多页,其余二百多页全是张以前的名篇,所以购买慎重"
书籍,0,真是让人郁闷，当当的速度真是慢的让人崩溃，12月10日发货到12月26日还没收到，半个月了都
书籍,0,"真是不知道在搞什么？？不是已经评论过了吗？误人子弟！随便翻了几页,不看不知道,一看想烧掉了！前言不搭后语，东扯葫芦西扯瓜，内容肤浅像是在记流水账！里面都是自己的感受和想象，科学依据不足，浪费人民币了！不值得买里面有说到“在感觉月经快要来或者第一天肚子痛的时候吃老姜汤尽量多放几片,越辣越好加上几勺红糖”不知道就不要乱说，会害人的。我想也许你说的有些是对的吧！结果被害残了了！喝红糖水，起到补血的作用。并有效储存身体的热量。月经的时候千万不可以喝红糖姜水，那是感冒的时候喝的。可以促进血液循环，活血化瘀，加速新陈代谢。月经期间如果喝红糖姜水会导致月经量增大，严重者导致崩漏。参考资料：妇产科学。 事实证明就是如此。这样的水平也能出书，真是笑死人！还是健康书，搞不好害人的！精神损失费！"
书籍,0,真后悔买它！讨厌可惜杂！一点都不好，也没什么幽默的！
书籍,0,真的不怎么样，不过只是个人喜好罢了！
书籍,0,真的不能看媒体推荐的书，不小心犯了这个错。
书籍,0,真不知这本书怎么在韩国热销的，无聊得要命，内容空荡荡，我看了几页就看不下了，明明他的字很大纸又很厚的说
书籍,0,真不知为什么该书排行榜一直靠前，这是我看过的历史书籍，写作水平及文法最差的！！！差的没法评论。小说不像小说、传记不像传记，散文不像散文，正史不像正史，戏说不像戏说.....想学易中天，形似神不似，想学郭德刚，有缺乏幽默感....全是作者在用连中学生都不如的，貌似华丽的的文辞在不停的堆砌.....不知其他读者有无同感？
书籍,0,真不知道受众是针对怎样的人群。这种文笔与内容具空洞无聊的小说究竟是满足了500强圈子外仰望小职员的YY癖还是蒙骗从未踏入社会搞不清状况的职场新鲜人才得以如此大受欢迎？看了几十页实在翻不下去，充满矫揉造作气息的情节设置与对话，看久了会变白痴的一本书。拿电视剧做比方的话也就曹颖版的《律政俏佳人》可与之比肩了八~ I feel sooooo sick.....
书籍,0,這本書真的很一般，剛開始看就感覺沒什麼意思！不喜歡
书籍,0,这种背单词的方法只适合某些人。不是每个人都适合的，包括我。所以大家不要一拥而上哦，防止跟我一样上当，哈哈！
书籍,0,这真是一本好书，而且价钱又便宜。真好呀！
书籍,0,这样一本鼓吹阴谋式的烂书被这样吹捧，真是国人的悲哀。又是一本快餐读物，像垃圾食品一样令人乏味和没有营养。文笔太差，故事很一般，没深度，缺乏思想内涵，作者的层次还是太低了。估计再过五年就没人提起这本书了
书籍,0,这样的男人，温柔的过了头，找不到一丝男人的气概。只会说：这是好的。。。这也是好的。。。无法欣赏这样的文笔优美在何处。爱情也是奇怪，张爱玲爱上了这样的一个人，隐隐地，大概是一辈子的影子。
书籍,0,这像是国人自己编出来的一本。一点不好笑，也没有什么价值。不推荐
书籍,0,这位姐姐对这本书几近痴迷。我不好这一口，没有耐心看它。纯粹表扬一下这次送书的效率和质量。起码书的品相不错，好过我前两次购书。希望以后能保持。
书籍,0,这套书也是因为高居榜首之左右，才决定买的。买来之后，心情很激动，认为这下可以和女儿沉醉在书的世界里好一阵子了，没想到，一本书一个无聊透顶的故事，讲得我都快烦透了！个人感觉，作者好象只是为了所画的图而胡乱配故事。图倒是画得很细致，这点没得说。
书籍,0,这套书太乱，女儿一点看的兴趣都没有。买来就束之高阁了。
书籍,0,"这套书收到时没有折开看就付了钱,后来折开一看这套书不成套,一本少了一本多了,于是及进办理了退货,由于不能办理换货,我又订了新的书,可是星期一新书都到了,今天都星期四了退书却还没到,退书和订书可是同一天处理的,实在不能理解!"
书籍,0,"这套书是我买的最失败的一套,自已拿到书就觉得里面确实有点乱,色彩也不是很鲜艳的那种,可能外国文化和中国文化还是有很大差异吧!反正孩子就是根本都不愿意翻!不知道其它的宝宝对这本书的反映如何??"
书籍,0,这套书买回来后孩子没有太大的兴趣，只随手翻看过几次，现在在抽屉里休着呢，以后慢慢让她看吧，不知是不是她不习惯看这种图画书？
书籍,0,这套书并不吸引小朋友，而且有许多英文不知该如何教，总之实用性很差。
书籍,0,这套书，是听别人介绍的，回家与3岁的女儿一起分享了故事内容，女儿越听越爱，现在我们会用故事里的对话在家玩游戏，真的很不错
书籍,0,"这套书,不怎么适合小孩子看,没有什么意思!建议家长购买"
书籍,0,这套猫和老鼠，本来定了打算送给朋友的，可是第一次送货十多套，包装每一个好的，质量都有问题。听送货的说换货更麻烦，不如直接退货，再重新下订单，如此反复数次，我要的数量还没送齐。投诉无门！！！！伤心啊！！！！不过总的说这套盘只能说是物美价廉，看后发现不是正版，图像质量一般，送人要想清楚！
书籍,0,这书也能推荐？重点几乎都在为自己说好话树立好形象以及就关于某场官司的自辩上了，有钱就是好，还能出本这样的书～
书籍,0,这书写得很乱， 不系统， 不正规。而且废话， 大话连篇， 好不容易说到正题了， 比如该如何用好手法做好动作什么的， 却草草带过， 叙述不清，很容易产生歧义，让读者不知所措。尽管作者也说明是以他的博客内容为基础的， 但是拜托你既然出书就该对读者负责， 起码的系统性，逻辑性，详实性该有吧！现在给人的感觉作者就是古代跑江湖的，要么水平有限，的确没能力表述清楚；要么故弄玄虚，死卖关子， 想保留点东西在第3， 第4册再用。其实就1，2册里已经有不少内容重复了。尽管如此，融合了现代的炒作技术  在如今看病难看病贵的大气候下这样的书也会有一时的市场， 这也是出版社敢于下注的原因。但读者的眼睛是雪亮的，这玩意玩不了一世。如果作者是真有医术造诣，真有心造福于人的，希望他知道如何拍打自己的经脉能降浮降噪以便 自己能心平气和地口述， 请专业人士整理，叙述重新制作一部含金量高的作品以飨读者。如果仅是炒作一次，借机大捞一把，虽然已达到目的，但最终只会像众多的中国保健品一样，昙花一现。就算取个再古怪的名字也改变不了被人忘却的命运！
书籍,0,"这书我看他的丰面时就感觉它是给我一个希望的书,可一看和我的想反了.没什么帮助的.就是觉的失败"
书籍,0,这书没啥意思啊，整一弱智看的小人书，当当的送货速度太慢啦一个月才收到，服务态度有极差，发邮件过去，回都不回后悔啦```还有那个什么购物券好像也没用！
书籍,0,这书里很多废话，没什么可用性，而且很多东西是需要财力做基础的
书籍,0,这书可能是按外国的格式编写的，个人感觉不够有吸引力，不如国内的儿童书籍趣味性强，不适应中国国情。
书籍,0,这书籍图片繁琐 翻译的质量也普通 我家小孩子也不怎么喜欢看人家英文的用字用语都是牙牙学语阶段的 翻译的很成人化
书籍,0,这书不是很喜欢，我女儿5岁了，这书我认为不适合中国的儿童，其中有一本，完全就是学英语的单词书，如果要教孩子必须要求家长有标准的发音，这对外国孩子来说也就是一本2岁以内的识物书，没意义，如果要学英语，同类的专业教材要好的多，而且有很多情节和中国国情不同，孩子不好理解。
书籍,0,"这是一本小学读物,用以前评书的方式去写书,深得小学生的喜爱,至于中学生是否也喜欢就不得而知了,作为成人的我,不是太感兴趣."
书籍,0,这是一本小说集，好多章节故事，我都已经看过了。书印刷还是不错的。但是还是买整套的好，有点后悔。
书籍,0,这是一本捡别人漏沟水的书，非常后悔买了这么一本毫无看头的书，请大家别再上当了！！！！
书籍,0,这是一本不值一看的书，这么简单的道理还要你再解说吗？而且解说得不精彩，大路货，浪得虚名，看了这本书，作者就这水平，作者《庄子》心得坚决不买了。
书籍,0,这是我这一年内看到最差的一本书，我用不到2个小时看完（我实在不愿意在这本书上浪费太多时间），很遗憾，没有收获到任何内容。书生唯一提到了一点有用之处就是告诉有钱人要向西方富翁学习，懂得回报社会。公平是什么？在这本书里是所有问题的答案。是一万能解决办法。这陷入中国传统文化的结症“循环论证”。如果公平是解决问题的办法，那也要深入的讨论如何去构建公平，如果去保证，那是社会学关注的话题，是管理学讨论的话题，不是公平二字可以解释得了的。如果说作者本人应该是一个非常厉害的人，了解他多年的经历就能知道，他很了不起。但这本书真的很一般，炒作嫌疑非常大，这本书在当当有几百条评论，我感觉其中有相当多的评论是假的。另外这本书的定价偏高，这么小的一本书，33块钱，不是有点贵，是很贵。建议不要买。
书籍,0,这是我看过文字写得很糟糕的书，因为买了，还是耐着性子看完了，但是总体来说不好，文字、内容、结构都不好
书籍,0,这是我帮同学订的，之前我已经买过一本，挺不错的。
书籍,0,这是到目前为止我看过的穿越小说里最烂的，言情小说里极差的，宫廷故事里排倒数的两本书。完全是浪费银子~~~唉~~~~
书籍,0,这是本perfect的书！看到拉拉仿佛看到我自己，我现在也是一名销售助理兼行政主管，所以看这本书的时候我视拉拉为自己，其中人物的内心感受和我有惊人的相似，所以我更能体会主人公拉拉的感受和理解拉拉的举动。我也曾迷茫，是拉拉给了我前进的动力！作为刚踏上社会的我来说 总是感情用事，做事太直，我要不断吸取社会经验、为人处事知道，让自己不断进步。书中的很多道理是很实用的，有时我也会刻意要求自己怎样怎样做。有时我会埋怨，因为在公司看起来我似乎是最忙的，可是我的薪水依然是最低的。拉拉就是我的榜样，和我同行业的榜样，我要进步，只要我努力，我一定会进步！《杜拉拉升职记》值得阅读的一本好书！
书籍,0,这么一个平庸的作品，怎么炒得这么火爆？汗！职场小说出现了不久，已经被炒死了，在中国什么东西都是一个快字，出现的快，死亡的也快！为什么中国人的羊性这么足，一个是我们的阅读能力被我们的教育完全毁了，很高的学历的人也缺乏起码的阅读能力。另外，中国在2000多年的中央专制统治下，把有个性的人全部杀光了，我们都是缺乏主见的顺民的后代啊！！！！！
书籍,0,这么排名靠前的书，居然写成这样？只能说实在是很一般。
书籍,0,这两天才收到的，还没怎么仔细看，觉得还行，就是作者的一些美容方子有些东西我找不到，呵呵！继续看！
书籍,0,"这类书简直是教人犯罪,人生老病死是规律,偏要逆天而行!"
书籍,0,这类书的通病，字数不多，页数不少，卖钱呗！书里并没有什么新鲜的理论，例子也显得苍白。可能我已经过了看浅显易懂的励志书的年龄了吧，翻了翻就想送人了，没兴趣留在自己的书柜里。
书籍,0,"这几天天空一例是阴阴的,一如我的心情.温度也降了很多,让人明显感到了冬的气息.就在这样的一个午后,我选了一个舒服的姿势坐下来,翻开了那本山楂树之恋.知道这本书是很早以前的事了,同事曾向我力荐,说是一本很好的书,值得一看.可我却没把它当一回事.生活的琐碎,工作的繁忙,时世的难料,早已让我的心灵变得粗糙和坚硬,我自认为自己已经足够坚强,不会再有什么事情会让我感动,也不会有什么事情会让我难过.而生活的快节奏,也让我很少有足够的时间能全身心的投入去读一本大部头的书.所以,同事的推荐并没对我产生明显的影响,我仍然没有读这本书.只到有一天,同事告诉我:?你应该读一下这本书的,真的很不错.?我才顺便在当当买下了它.静静地坐在那里,随着书页的翻动,我渐渐沉浸到了一种独特的故事氛围里.我是七十年代生人,虽然那个特殊年代的时代特征对我几乎没有什么影响,可残存在记忆中的点滴记忆还是被唤醒了.尽管里面的场景,事件是那么的遥远,可我还是喜欢上了这本书.整整一个下午,我把它看完了.?静秋,静秋?这两声深情又包含无奈的呼唤仿佛穿越了时空,一直在我的耳边回响,当我读到动情处,忍不住泪流满面,直至难以控制,痛哭失声,那种难以抑制的疼痛使我的心脏紧抽成了一团,用老三的话说,人的心脏是能够裂成碎片的.合上书,久久处于一种忧伤之中.书中没有时下所谓的流行元素,书的装帧也非常朴素,可就是这么一本素雅的书,却以它的深情和纯真深深地打动了我.我才发现,原来我的内心依然柔软,我依然可以被外物所感动.只所以会产生自己已经变得麻木的原因不是自己不再敏感,而是现实生活中缺少让人感动的因素.我喜欢这本书."
书籍,0,这几天旅行中也在看《杜拉拉升职记》，的确是值得推荐的职场读物。虽然是虚拟的，但很多skill是可以在实际生活中运用，既是不完全运用，也可以做参考和借鉴。看完之后，觉得比较受用。
书籍,0,这个作者本身屁都不懂，写点虚得要死的东东，骗大家眼球。唉，损害中医的形象，建议大家不要买，俺买了后有相当的上当感觉
书籍,0,"这个作家的书真的很一般,除非和她有交叉的经历,否则很难找到感觉.细腻是日本人的长处,但很平凡,并不动人."
书籍,0,这个书首位的排名言过其实，感觉比不上圈子全套。1）故事里面的故事很多牵强赴会，逻辑性差。2）如果仅仅是上面的原因，还能马马虎虎接受。毕竟有些和稀泥的招数在实际工作中还有些用处。看到故事尾巴，感觉笔者匆匆首位，手忙脚乱，极度不负责任，王伟莫名其妙的失踪实在让人无法理解，虽然你主要是讲职场，但故事的完整性要考虑吧，要对得起读者吧。3）逻辑性差的书不能给高分！不推荐买！
书籍,0,这个书。。。厄。。。没有什么价值。。。废话一大篇。。。
书籍,0,这个年代的爱情说实话无法理解很多情节我都很有意见90后不要看这种书这是一个时代的悲哀吧
书籍,0,这个的评分一直特别高。我不知道为什么，买来一看，发现全是经络图。还什么癌细胞能变成一般细胞什么的。。我真晕。
书籍,0,这个百花出版社的版本就不像正版小说，错字别字也不少，看着都不通顺，真是郁闷！不知道原版小说是哪个，去哪里可以买到呢
书籍,0,"这次在当当一共购了10本书,其中我的《父母是孩子最好的医生》与《老年人不生病的智慧》还有两本《求医不如求己》书本的切面切口不整齐,起毛的.书本里边很多字又印得不清晰!!本想着这些书挺有阅读价值的,就买正品来收藏,可是,没想到当当居然卖伪货,比淘宝的高伪品质量还更要差,而且价钱却是人家的两三倍.上次别的同事在淘宝买的也是《不生病的智慧》,也没有发生上以上说的质量问题!虽说是免邮,成本高了,可是也不能进伪质的货来卖,然后把利润增加的呀!真是让人生气!奉劝各位消费者在买之前要考虑清楚啊!"
书籍,0,这部书可以用来作为榜样，激励实现梦想，挥别周而复始的单调生活，寻找自我之旅启程，然后发现生活之美和宁静的内心世界。是一本带来能量的书，我很喜欢！
书籍,0,这不是一本完全无用的书，多少还是能得到些启发。章节较小，公车上打发时间不错~
书籍,0,这本书总体来说还可以，但是有些地方自己不是很懂，比如按穴位都不知道大约位置在那里
书籍,0,这本书装订得很差，拿到书没看一天，就裂成好几份了。仔细一看，这书是立面贴了一长条胶状，所有的书页都靠这层胶粘着，很容易就分裂了。
书籍,0,这本书中间不仅印刷糟糕，而且还有几页还是被撕坏了的
书籍,0,这本书质量、印刷还是不错的，不过它只适合五岁以下儿童看，我的孩子已经八岁了对这套书好像没有兴趣。另外这套书有些贵。
书籍,0,这本书纸质不怎样，内容也不怎样。
书籍,0,这本书只值的娱乐与消遣，不具有任何学术性，因为基本的科学性很不够，即起码的准确性都无法达到。
书籍,0,这本书之所以卖得好，只不过因为韩国人俗气肤浅的方式很我们不同而已。
书籍,0,这本书真的是华而不实，装祯挺好，内容一般，后悔买了
书籍,0,"这本书真的很好,我向很多朋友介绍了这本书,让人受益非浅!"
书籍,0,这本书真得很不错，对于对健康有追求的人来说 真的很有用
书籍,0,"这本书写的不怎么样,好像是杜拉拉在写日记一样，很多内容没有实质的励志性信息，就跟普通的一般公司职员的情况差不多，只是在强调杜拉拉是怎样一步步发展的，有点像是在炫耀自己的能力。"
书籍,0,"这本书写的不么样,过于笼统了,对人物的刻化没有,不能让人信服,"
书籍,0,这本书写得一般，没有什么实质性的内容。
书籍,0,这本书相当于一个简单的内容介绍。不痛不痒的。
书籍,0,这本书我之前就评价过了。结果发现，因为我手误，买了两套，居然。我的钱啊~~~所以，再评价一次！我真的真的很后悔买这套书，尤其，居然买了两套。肠子都悔青了。那么多穿越的书，我买的时候也都是挑的口碑和等级高的。可见，众口难调，口碑好也不一定取悦所有人。这个故事是我看得穿越中最没有逻辑性的。。
书籍,0,这本书我也是看完所有的评论才决定买的，确实有的评论讲得很正面，没有很多人所说都这本书怎样的好，本人觉得这本书不够大众化，书中的内容方法只能适合少部份人短暂的使用人，不能长期使用。所以看书的朋友们，你们一定要结合自己切身的体质加以考虑才运用书中的方法，我总觉得这本书的商业性质很高
书籍,0,这本书我是买来送给爸妈，听说很简单易学，所以给妈妈看，让他们了解一些基本的健身之道，这样我们在外面工作也会比较安心。妈妈正在学，听她说还不错。
书籍,0,这本书我购买了，当当没有给我送到且没有任何解释！！！！！ 、、、当当，差距还是挺大的，
书籍,0,"这本书我从10月3日下的定单,到现在都没有拿到书,投诉过几次,开始的时候客服还给我回过信,后来就没音讯了,我觉得在这个竞争激烈的时代,如果这样做客服的话,势必会被淘汰掉,在我已经失去信心再投诉的时候,今天又收到当当发给我的邮件,让我来评论,眼不见心不烦,既然邀请我了,我就不得不说几句了."
书籍,0,这本书完全是根据这部电影走红后出版的商业书。内容很不全。里面收集了张的很多长篇小说，但都简化了。
书籍,0,这本书虽然内容不多，但是插图很大，很生动和形象，里面的故事都是小孩子碰到过的事情，并且很有启发性，我女儿看了以后很喜欢，而且碰到术中类似的事情，她会说“大卫，不可以”，呵呵，看来是受到潜移默化的影响了，总的来说，个人感觉这本书不错，难怪是获过大奖的书。
书籍,0,"这本书送到的时候就是全湿了,但是就给你们的客服打电话了,说会安排人过来取书.并办退款手续.可是到现在,我又跟你们定了3次书了,那次该退的钱还没退,该退的书,也没来取?是否效率太底了.已经投诉1次了,石沉大海,希望这次不要.投诉不是此书内容,是服务态度.苦于其他方式的投诉,电话和网络留言都使用了,但是没效果,所以在这试一下."
书籍,0,这本书说实话不太好用，讲的东西不会让我觉得学到了什么。只是一些平时日常生活中用错的地方，在网上随便搜一搜就有。
书籍,0,这本书适合三岁-5岁小孩子看，我儿子已经从会听，到会看，现在可以绘声绘色的讲给我听了，不错
书籍,0,这本书是我在偶然之间逛书店时看见的，当时只是觉得封面很好看，随手翻了翻内容，还不错，等了很久终于等到当当到货，可是买回来看了后发现，其实意义不大，内容有些空洞，不是很实际。有些失望
书籍,0,这本书是我买的最糟糕的书之一，我觉得它有以下几个问题：第一，图画太小而且图画布局拥挤，不适合我的幼儿园托班阶段的女儿看，甚至连我自己看都觉得不舒服。第二，有文化差异，书里面的人物场景和图画风格都是西方的，我觉得并不适合中国的孩子认知，因为他们很难将书里的物体与现实周围的物体对应。对幼小的孩子来说，可能无法理解一些西式幽默的内涵。第三，我觉得它缺少鲜明的主题，比如其中一本讲故事的书，明显是一些故事的简单集合，故事之间没有联系，故事的主题也没有分工（比如可以分工为大自然、爱、智慧、运动等等），所以看完之后，我想不起来看了什么。
书籍,0,这本书是我08年所读的书中，较有收获之一。书中的一些观点打破我一些惯有观念。作者将二十岁年龄段里出现的迷惑作了一定的个人观点解答。值得处于这个年龄段的女孩看看。
书籍,0,"这本书是骗人的,买这本书后是个教训.集结号出了后,我就没再去买书了,不会再上当了"
书籍,0,这本书是买给小外甥的，原本以为会是一本很厚的书，至少内容没那么少和单调吧。收到货时，打开一看，太失望了，真不值得，和价钱相比这书太不值了
书籍,0,这本书是和那本“别叫我英文单词书”一起买的，收到后单封面就看出高低了，翻翻内容和版面设计，这本书真的太一般了只能说，一直放着没有读的欲望，到现在也没翻出10页；内容有一些不太专业，不值得看个人感觉
书籍,0,这本书是本着是本热销书看的，但看完后觉得没什么意思，或者有些做作。。。
书籍,0,"这本书实在太烂了,什么朗读手册,一点朗读的内容都没有.看了几页就不想看下去了."
书籍,0,"这本书实在是太烂了,以前听浙大的老师说这本书怎么怎么不对,哪些地方都是误导的还不相信,终于买了一本看一下,发现真是~~~无语,这种书都写得出来"
书籍,0,这本书其他地方都很好。就是装订有错误！好在这本书是交大印刷厂印的，我就又去换了一本。i希望厂家以后给其他人发货时注意一下！
书籍,0,这本书拿到后，感觉远没有广告上说的那样好，画面一般，远谈不上精美，内容也有些凌散，给小的孩子看引不起兴趣，给大的孩子看又觉得画太多了，总之有些失望．
书籍,0,这本书没有写适合的读者群。我买来翻了下，原来是刚学英语的小孩看的。
书籍,0,这本书没有想象中好，书的中心意思用两句话就可以概括“只要孩子愿意，父母每天都要陪孩子亲子阅读，而且亲子阅读越早越好”“父母要给孩子树立阅读的榜样！”。
书籍,0,这本书没有我想象的好，书本身的质量和印刷还可以 ，但内容与书名不符，应该改名字；而且有很多牵强的地方，有的地方有点鸡蛋里挑骨头（拼写错误也要拿出来说...）；感觉作者有点勉强的凑内容，想让书看起来厚实点？ 个人建议，仅作参考；
书籍,0,这本书没放到床上看。拿回来急不可待的去翻看了一下。呵。。。。随手放到了卫生间，只是在我方便时偶看一下吧。真的很不实用。倒是美女拍的很漂亮，连我老公也翻着看。
书籍,0,这本书没读到底，不是特别喜欢。完全可以用序中的评价来表达我的感受：可以包容，却不想实践。除了物质，我们要追求的还有很多。
书籍,0,"这本书买之前是看了这么多的五星评价而才买来的,以为应该应值得拥有的一本书!看完这样书后,在我心目中这本所谓被称为五星评的书真的可差劲!我用了几晚时间终于看完了,书中内容就是围绕?如何朗读令孩子培养阅读兴趣!?而写的,但书中写得实在太啰索了,很多废话....根本就不应写这么长篇大论的书,而且废话也多,需然我是完完整整看了整本书,但在看书的过程中我感到非常不耐烦,真不明白作者写么多废话干什么......家长们如果已经知道从小陪养孩子的阅读兴趣的重要性,就没必要花这钱买这书!书中写道通过让家长朗读从而陪养小孩的阅读兴趣!我个人认为,只要家长能够以身作则,自己也爱阅读,从小就陪孩子亲子共读,这样孩子必然是从小就喜欢了书本了!"
书籍,0,这本书令我太失望了，写得一点都不深入，感觉是为自己做广告一样，再也不买国内出的这类书了。
书籍,0,"这本书里面的搞笑的根本就是假幽默,一点也不好笑..........可以说很无聊"
书籍,0,这本书里面存在大量的白页请求换书
书籍,0,这本书可能是先有剧本后有书所以不象亮剑书那样感人，建议大家去看电视剧。
书籍,0,这本书看得我实在是没什么感觉。作者说的很抽象，我感觉挺空洞的，没什么意思。有点后悔买这本书。
书籍,0,这本书就是抓住了女同胞的心里，而且现在起这个名字的书可多了，这是本超烂的书，千万不要买，我后悔死了！
书籍,0,这本书就是垃圾，一点用处都没有。
书籍,0,这本书竟然出了2，我觉得不是很好用的说~~不实用。一遍都懒得看完……
书籍,0,这本书后来又买了。两岁五个月的儿子睡觉前认真听我讲完了。对不喜欢书的儿子来讲，这本书买对了。是他喜欢有数的几本书里的一本。
书籍,0,"这本书好像没有实际的用处,但是以后得了这些病或许会有些帮助"
书籍,0,这本书好像不太适合2岁多的儿童看！！
书籍,0,"这本书好畅销啊,虽然平时不大喜欢看这方面内容的书,但在当当上看到这么多推荐读它的评论,也忍不住买一本来读读看了"
书籍,0,这本书孩子不感兴趣。 把书本都给撕了。
书籍,0,这本书观点不错，但举的论据似乎不是很好。比如，女人的外貌很重要--其论据就是某某整容之后交了多帅的男友等等。。。不是特别喜欢
